company,brand_name,country,product_category,contact_name,email_address,address,license_number,pdf,certification_body,expiry_date,product_details
"BEIJING JISHUNDUO TEXTILE CO., LTD",,China (CN),Garments,In Huat Lau,mailto:inhuat_lau@iapparelintl.com,"Beijing 100024, China. 100024 Beijing , Beijing Shi, Office No 1534, Floor 15, Building 3, No 10A, Jiuxianqiao, Chaoyang District",1290782,,Control Union Certifications,1/18/2025,Unisex apparel (PC0005) Overcoatsjacketsvests (PD0001) 100.0% Organic Cotton (RM0104)
"Beijing Joywin Fashion Textile Co., Ltd.",,China (CN),Ladieswear,,,"No. 3, Yingquan Street, Yanqing District, Beijing City, 100000, China, 100000, Beijing City",B06589,,Intertek Testing Services,10/30/2024,
"BEIJING LEFANG TEXTILE CO., Ltd",,China (CN),"Babywear, Ladieswear, Children's wear, Men's wear, Home Textiles, Product category (other), Yarns, Toys",,,"No. 15 Jianguo Road Hospital,, CHAOYANG DISTRICT",133118,,Ecocert Greenlife,3/16/2024,
"Beijing Topnew Import & Export Co., Ltd.",,China (CN),Babywear,Yuan Zhao,mailto:zhaoyuan@topnew.cn,"4/F, No. 9A, Jintaili, Chaoyang District, 100026, Beijing",1004314,,Control Union Certifications,11/28/2024,
Beirholms Væverier A/S,,Denmark (DK),Home Textiles,,,"Nordager 20, 6000, Kolding",CU 1018013,,Control Union Certifications,3/28/2024,
BEKOS TEKSTIL SANAYI VE DIS TICARET ANONIM SIRKETI DENIZLI SUBESI,,Turkey (TR),"Fabrics, Yarns",Osman Cerik,,"Denizli OSB Mah. Husnu Ornek No: 7/1,, Honaz,, 20330, Denizli,",GCL-300848,,GCL International,10/25/2024,"Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] 
Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)] 
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)]
Greige fabrics (PC0026) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] 
Greige Yarns (PC0030) [Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104)] 
Printed fabrics (PC0039) [Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104)] 
Undyed fabrics (PC0027) [Knitted Fabrics (PD0058) 100% Organic cotton (RM0104)]
Undyed fabrics (PC0027) [Knitted Fabrics (PD0058) 99% Organic cotton (RM0104) + 1% Elastane (Spandex) (RM0160)] 
Dyed fabrics (PC0025) [Knitted Fabrics (PD0058) 96% Organic Cotton (RM0104) + 4% Elastane (Spandex) (RM0160)] 
Dyed Yarns (PC0029) [Normally Combed Yarns (PD0102) 100% Organic Cotton (RM0104)]"
Beks Corap & Ic Giyim Sanayi Ve Ticaret A.S.,,Turkey (TR),"Garments, Yarns, Socks",Senem Uygun,mailto:suygun@beks.com.tr,"Esentepe Mh. Kore Sehitleri Cd. No: 48-50 Ic Kapi No: 2 Sisli, 34235, Istanbul",CU 810616,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/455?task=download_certificate,Control Union Certifications,7/25/2024,GarmentsGreige yarnsUnisex apparelYarns
BELENIZ TEKSTIL SANAYI VE TICARET LIMITED SIRKETI,,Turkey (TR),Children's wear,,,"Mehmet Akif Ersoy Mahallesi Hossohbet Cad. No: 2-4B Kagithane, 34400, Istanbul",USB 006623,,USB Certification,4/3/2024,Distribution (PR0031)*Finishing (PR0012)*Knitting (PR0015)Laundering (PR0032)*Manufacturing (PR0016)Packing (PR0020)WarehousingWashing
"BELFAMA-EMPRESA TÊXTIL, LDA",,Portugal (PT),Home Textiles,,,"Rua Laurinda Ferreira Magalhães, 283, 4815-324, Guimarães",CB-GOTS-CUC-03- 1119177,,Control Union Certifications,1/17/2025,"Home textiles (PC0010) Carpetsfloor coverings (PD0022) 
Dyed fabrics (PC0025) Terry fabrics (PD0060) 
Home textiles (PC0010) Towelskitchen linenrugstoilet linen (PD0017)"
BELINAC,,France (FR),"Fabrics, Yarns",Kévin BARBET,mailto:rd@belinac.com,"27 boulevard de l'Industrie, CS90524, 42170, Saint Just Saint Rambert",230304,,Ecocert Greenlife,3/31/2024,"Woven fabrics (PD0059)
Filament (PD0059)
Woven fabrics (PD0069)"
BELLANDI SPA,,Italy (IT),Fabrics,Filippo Mancini,mailto:filippo@bellandi.it,"VIA DELL'INDUSTRIA , 50, 59013, MONTEMURLO",ICEA-TX-23,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34065?task=download_certificate,ICEA Istituto per la Certificazione Etica e Ambientale,5/13/2024,Dyed fabrics (PC0025)
BELLES ROCHES COUTURE,,France (FR),Garments,Christine GUINHUT,mailto:cg.direction@bellesroches-couture.fr,"ZA LES ROCHES, 85590, TREIZE VENTS",242765,,Ecocert Greenlife,9/12/2024,Overcoatsjacketsvests (PD0001)
Bello Tekstil Sanayi ve Ticaret Ltd. St,,Turkey (TR),"Ladieswear, Children's wear, Men's wear",,mailto:burceatmaca@bellotekstil.com.tr,Muratpasa Mah. Ata Cd. Ozden Sk. No:3 Bayrampasa Istanbul,11926,,IDFL,8/23/2024,"Children's Apparel (PC0004) Cardigans (PD0004) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Children's Apparel (PC0004) Pants (PD0003) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Children's Apparel (PC0004) Pullovers (PD0004) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Men's Apparel (PC0001) Cardigans (PD0004) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Men's Apparel (PC0001) Pants (PD0003) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Men's Apparel (PC0001) Pullovers (PD0004) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Women's Apparel (PC0002) Cardigans (PD0004) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Women's Apparel (PC0002) Pants (PD0003) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015
Women's Apparel (PC0002) Pullovers (PD0004) 100% Organic Cotton (RM0104) GOTS
(Organic)
34015"
BELTA TEKSTIL SAN. VE TIC. LTD. STI.,,Turkey (TR),Fabrics,Sibel YILDIRIM,mailto:muhasebe@beltatextile.com,5745/2 Sok. No:7 MTK Sitesi,222581,,Ecocert Greenlife,3/31/2024,"Knitted fabrics (PD0058)
Woven fabrics (PD0059)"
Bemateks Tekstil Paz. San. Ve Dis Tic. A.S.,,Turkey (TR),Garments,Dement Catakli,mailto:dement@groupbema.com,"Bema Plaza Baglar Mah. Yavuz Sultan Selim Cad. No:17 Bagcilar, 34660, Istanbul",CU 815334,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/1307?task=download_certificate,Control Union Certifications,4/26/2024,Babies' apparelChildren's apparel
BENAGEBER TEXTIL S.L.,,Spain (ES),"Children's wear, Ladieswear, Men's wear",Luis Domenech,mailto:export@benagebertextil.com,,ICEA-TX-1909,,ICEA Istituto per la Certificazione Etica e Ambientale,10/7/2024,"Children's apparel (PC0004)Children's denim
apparel (PC0008)Men's apparel (PC0001)Men's denim apparel (PC0006)Women's apparel (PC0002)Women's denim apparel (PC0007)"
BENAP TEKSTIL TICARET A.S.,,Turkey (TR),Ladieswear,,,"M.Nesih OZMEN Mah.Sedir Sk. No:2 Isyeri No:2-3-4 Merter Gungoren, 34173, Istanbul",USB 004246,,USB Certification,12/24/2024,T-shirtssinglets (PD0007) - 100% organic cotton (RM0104)
BENCHMARK APPARELS LIMITED,,"Bangladesh (BD), Chittagong","Babywear, Children's wear, Ladieswear, Men's wear",,,"Khoaznagor, Azimpara, Kharnafully, 4000, Chattogram",USB 004202,,USB Certification,1/9/2025,"Pantsgarters (PD0012) - 100% organic cotton (RM0104)garters (PD0012) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Brassieresrobes (PD0006) - 100% organic cotton (RM0104)
Babies clothing (PD0013) - 100% organic cotton (RM0104)
T-shirtsrobes (PD0006) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Dressessinglets (PD0007) - 100% organic cotton (RM0104)
Dressessinglets (PD0007) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Pantsskirts (PD0011) - 100% organic cotton (RM0104)
Undergarmentskirts (PD0011) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Babies clothing (PD0013) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Brassieressleepwearsleepwearsuspenderssuspenderstrousers (PD0003) - 100% organic cotton (RM0104)
T-shirtstrousers (PD0003) - 95% organic cotton (RM0104) + 5% elastane (spandex) (RM0160)
Undergarment"
BENGAL NFK TEXTILES LTD,,"Bangladesh (BD), Dhaka",Yarns,MD.MOZAFFOR HOSSAIN,mailto:Info@bengal-nfktex.com,"Bimail, Mirzapur, Tangail- 1940, Bangladesh, 1940, Mirzapur",CGI-700343,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43459?task=download_certificate,Clean Globe International,10/18/2024,Carded yarns(PD0067)
Benso Garmenting,,"India (IN), Tamil Nadu","Babywear, Ladieswear, Children's wear, Men's wear",M. BALASUBRAMANIAM,,"S.F No : 321, 322 Sri Muthusamy Gounder Industrials, Pariyur Amman Nagar,, Nochipalayam, Veerapandi Po,, 641605, Tirupur",GCL-302256,,GCL International,6/7/2024,"Babies Apparel (PC0003) [Babies' clothing (PD0013) 100% Organic Cotton (RM0104)]
Babies Apparel (PC0003) [Babies' clothing (PD0013) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160) ]
Children's Apparel (PC0004) [T shirtssinglets (PD0007) 100% Organic Cotton (RM0104) ]
Children's Apparel (PC0004) [Dressessinglets (PD0007) 100% Organic Cotton (RM0104) ]
Men's Apparel (PC0001) [T shirtssinglets (PD0007) 100% Organic Cotton (RM0104) ]
Women's Apparel (PC0002) [T shirtsskirts (PD0011) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160) ]
Men's Apparel (PC0001) [Pantsskirts (PD0011) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160) ]
Women's Apparel (PC0002) [Dressestrousers (PD0003) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex)
(RM0160) ]"
BENTA TEKSTIL SANAYI VE DIS TICARET LTD. STI,,Turkey (TR),"Accessories, Ladieswear, Children's wear, Fabrics, Men's wear",Fikret Sahin,,"Baglar Mah. 3. Sk. No: 2 Ic Kapi No: 31,Bagcilar,, Kapi No: 31, 34212, Istanbul",GCL-301217,,GCL International,8/30/2024,"Women's Apparel (PC0002) T shirtsblouses (PD0005) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160)cardigans (PD0004) 100% Organic Cotton (RM0104) 
Children's Apparel (PC0004) Sweaterscardigans (PD0004) 100% Organic Cotton (RM0104) 
Men's Apparel (PC0001) Sweaterscardigans (PD0004) 100% Organic Cotton (RM0104) 
Women's Apparel (PC0002) Active wearcardigans (PD0004) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160) 
Men's Apparel (PC0001) T shirtscardigans (PD0004) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) 
Children's Apparel (PC0004) T shirtscardigans (PD0004) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) 
Women's Apparel (PC0002) Active wearcardigans (PD0004) 99% Organic Cotton (RM0104) + 1% Elastane
(Spandex) (RM0160)
Men's Apparel (PC0001) Sweaterscardigans (PD0004) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) 
Children's Apparel (PC0004) Sweaterscardigans (PD0004) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) 
Women's Apparel (PC0002) Active wearjacketsjacketsjacketsjacketsjacketsjacketsjacketsjacketsjacketspulloverspulloverspulloverspulloverspulloverspulloverspulloverspulloverspulloverssinglets (PD0007) 100% Organic Cotton (RM0104) 
Children's Apparel (PC0004) T shirtssinglets (PD0007) 100% Organic Cotton (RM0104) 
Men's Apparel (PC0001) T shirtssinglets (PD0007) 100% Organic Cotton (RM0104) 
Undyed fabrics (PC0027) Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104)
Functional Accessories (PC0017) Collar (PD0100) 98% Organic Cotton (RM0104) + 2% Elastane (Spandex) (RM0160) Organic
Women's Apparel (PC0002) Dressessinglets (PD0007) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160)
Men's Apparel (PC0001) Active wearsinglets (PD0007) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Women's Apparel (PC0002) T shirtssinglets (PD0007) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) 
Children's Apparel (PC0004) Active wearsinglets (PD0007) 99% Organic Cotton (RM0104) + 1% Elastane
(Spandex) (RM0160) 
Men's Apparel (PC0001) T shirtssinglets (PD0007) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) 
Children's Apparel (PC0004) T shirtssinglets (PD0007) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) 
Printed fabrics (PC0039) Knitted fabrics (Cut panels) (PD0058) 100% Organic Cotton (RM0104) 
Women's Apparel (PC0002) Overcoatsskirts (PD0011) 100% Organic Cotton (RM0104
Children's Apparel (PC0004) Dressesskirts (PD0011) 100% Organic Cotton (RM0104) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 100% Organic Cotton (RM0104) 
Women's Apparel (PC0002) T shirtsskirts (PD0011) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160) 
Dyed fabrics (PC0025) Knitted Fabrics (PD0058) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160) 
Women's Apparel (PC0002) Shirtsskirts (PD0011) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160) 
Women's Apparel (PC0002) Pantsskirts (PD0011) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) 
Children's Apparel (PC0004) Dressessportswear (PD0008) 100% Organic Cotton (RM0104)
Children's Apparel (PC0004) Active wearsportswear (PD0008) 100% Organic Cotton (RM0104) 
Men's Apparel (PC0001) Active wearsportswear (PD0008) 100% Organic Cotton (RM0104) 
Women's Apparel (PC0002) Overcoatssportswear (PD0008) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160) 
Children's Apparel (PC0004) Overcoatssportswear (PD0008) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160) 
Women's Apparel (PC0002) Overcoatssportswear (PD0008) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) 
Children's Apparel (PC0004) Dressessportswear (PD0008) 99% Organic Cotton (RM0104) + 1% Elastane
(Spandex) (RM0160) 
Men's Apparel (PC0001) Active wearsportswear (PD0008) 99% Organic Cotton (RM0104) + 1% Elastane
(Spandex) (RM0160) Organic
Men's Apparel (PC0001) Overcoatssportswear (PD0008) [99% Organic Cotton (RM0104) + 1% Elastane
(Spandex) (RM0160) 
Children's Apparel (PC0004) Active weartrousers (PD0003) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160)
Women's Apparel (PC0002) Dressesvests (PD0001) 100% Organic Cotton (RM0104) 
Children's Apparel (PC0004) Overcoatsvests (PD0001) 100% Organic Cotton (RM0104) 
Men's Apparel (PC0001) Overcoatsvests (PD0001) 100% Organic Cotton (RM0104) 
Women's Apparel (PC0002) Sweatersvests (PD0001) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160)
Men's Apparel (PC0001) Sweatersvests (PD0001) 95% Organic Cotton (RM0104) + 5% Elastane
(Spandex) (RM0160) 
Children's Apparel (PC0004) Sweatersvests (PD0001) 95% Organic Cotton (RM0104) + 5% Elastane (Spandex) (RM0160) 
Women's Apparel (PC0002) Sweatersvests (PD0001) 99% Organic Cotton (RM0104) + 1% Elastane
(Spandex) (RM0160) 
Children's Apparel (PC0004) Overcoatsvests (PD0001) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) 
Men's Apparel (PC0001) Overcoatsvests (PD0001) 99% Organic Cotton (RM0104) + 1% Elastane (Spandex) (RM0160) 
Women's Apparel (PC0002) Sweaters"
Beppetex srl,,Italy (IT),Fabrics,,,"Via Opifici Valle, 6, 21054, Fagnano Olona (VA)",ICEA-TX-382,,ICEA Istituto per la Certificazione Etica e Ambientale,6/14/2024,Dyed fabrics (PC0025)Fabrics (PC0028)Undyed fabrics (PC0027)
Bera Tekstil Triko Iml. Ith. Ihr. San. Tic. Ltd. Sti,,Turkey (TR),"Garments, Yarns, Accessories",,,GENCOSMAN MAH. DAVUTPASA CAD. BOSTAN SOK. MERTER IS MERKEZI NO:3/3,151923,,Ecocert Greenlife,12/31/2024,"Overcoatscapscardigans (PD0004) 
Tshirtshead coverings (PD0030)
Normally combed yarns (PD0102)jacketsshawlssinglets (PD0007) 
Dressesskirts (PD0011)
Scarvestrousers (PD0003)
Pulloversveils (PD0028)
Hatsvests (PD0001)
Pants"
BERGMAN RIVERA SAC,,Peru (PE),"Babywear, Children's wear, Fabrics, Garments, Ladieswear, Men's wear, Raw Fibres, Yarns, Accessories, Home Textiles",Carmen Uribe,mailto:carmen.uribe@bergmanrivera.com,"JR. CHICLAYO 987. MIRAFLORES, 18, LIMA",CU 808267,,Control Union Certifications,12/29/2024,"Babies' apparel Babies' clothing 100.0% Organic Cotton 
Bedding Bed linenbed sheets 1.0% Conventional Elastane (Spandex) 99.0% Organic Cotton
Children's apparel T-shirtsbed sheets 100.0% Organic Cotton 
Bedding Bed linenbed sheets 3.0% Conventional Elastane (Spandex) 97.0% Organic Cotton
Bedding Bed linenbed sheets 4.0% Conventional Elastane (Spandex) 96.0% Organic Cotton
Bedding Bed linenbed sheets 98.0% Organic Cotton 2.0% Conventional Elastane (Spandex)
Bedding Bed linenhandbagspouches 100.0% Organic Cotton
Undyed fibers Lint cotton 100.0%In Conversion Cotton
Undyed fibers Lint cotton 100.0% Organic Cottonsinglets 100.0% Organic Cotton
Dyed yarns Combed yarns 100.0% In Conversion Cotton 
Dyed yarns Combed yarns 100.0% Organic Cotton
Dyed fabrics Knitted fabrics 100.0%In Conversion Cotton 
Dyed fabrics Knitted fabrics 100.0%Organic Cotton
Dyed fabrics Knitted fabrics 70.0%Organic Cotton + 30.0%Lyocell
Dyed fabrics Knitted fabrics 70.0%Organic Cotton+30.0%Recycled post-consumer Polyester
Dyed fabrics Knitted fabrics 25.0%Lyocell +75.0%Organic Cotton
Dyed fabrics Knitted fabrics 75.0%Organic Cotton+25.0%Recycled post-consumer Polyester
Dyed fabrics Knitted fabrics 20.0%Lyocell+ 80.0%Organic Cotton
Dyed fabrics Knitted fabrics 80.0%Organic Cotton+ 20.0%Recycled post-consumer Polyester
Dyed fabrics Knitted fabrics 15.0%Lyocell+85.0%Organic Cotton
Dyed fabrics Knitted fabrics 15.0%Recycled post-consumer Polyester+85.0%Organic Cotton
Fibres Lint cotton 100.0% Organic Cotton 
Greige yarns Carded yarns 100.0% Organic Cotton 
Greige yarns Combed yarns 100.0% In Conversion Cotton 
Men's apparel Pantssinglets 100.0% Organic Cotton 
Other Comber noil 100.0% Organic Cotton Linter 
Undyed fibers Lint cotton 100.0% In Conversion Cotton 
Undyed yarns Carded yarns 100.0% Organic Cotton 
Undyed yarns Combed yarns 100.0% In Conversion Cotton
Undyed yarns Combed yarns 100.0% Organic Cotton 
Undyed yarns Combed yarns 30.0% Conventional Lyocell 70.0% Organic Cotton
Undyed yarns Combed yarns 70.0% Organic Cotton 30.0% Recycled Post-Consumer Polyester
Undyed yarns Combed yarns 25.0% Conventional Lyocell 75.0% Organic Cotton
Undyed yarns Combed yarns 25.0% Recycled Post-Consumer Polyester 75.0% Organic Cotton
Undyed yarns Combed yarns 80.0% Organic Cotton 20.0% Conventional Lyocell
Undyed yarns Combed yarns 80.0% Organic Cotton 20.0% Recycled Post-Consumer Polyester
Undyed yarns Combed yarns 85.0% Organic Cotton 15.0% Conventional Lyocell
Undyed yarns Combed yarns 85.0% Organic Cotton 15.0% Recycled Post-Consumer Polyester
Undyed yarns Combed yarns 10.0% Conventional Lyocell 90.0% Organic Cotton
Undyed yarns Combed yarns 90.0% Organic Cotton 10.0% Recycled Post-Consumer Polyester
Undyed yarns Combed yarns 5.0% Conventional Lyocell 95.0% Organic Cotton
Undyed yarns Combed yarns 5.0% Recycled Post-Consumer Polyester 95.0% Organic Cotton
Unisex apparel Active wearsinglets 100.0% Organic Cotton 
Women's apparel Active wearskirts 100.0% Organic Cotton 
Women's apparel Other 5.0% Conventional Elastane (Spandex) 95.0% Organic Cotton
Women's apparel Pantssportswear 90.0% Organic Cotton 10.0% Conventional Elastane (Spandex)
Women's apparel Active wearsportswear 93.0% Organic Cotton 7.0% Conventional Elastane (Spandex)
Women's apparel Active wearsportswear 95.0% Organic Cotton 5.0% Conventional Elastane (Spandex)
Women's apparel Dressessportswear 95.0% Organic Cotton 5.0% Organic Cotton
Unisex apparel T-shirtstotestrousers 100.0% Organic Cotton 
Men's apparel T-shirtstrousers 100.0% Organic Cotton 
Women's apparel Tops 100.0% Organic Cotton 
Women's apparel Tops 5.0% Conventional Elastane (Spandex) 95.0% Organic Cotton
Worn accessories Bags"
BERIWALI AGRIABLE LLP,,"India (IN), Odisha",Raw Fibres,,mailto:beriwaliagriable@gmail.com,"Plot No.1131 Kurli, Chaulsukha Kantabanji, Balangir KURLI, 767039",14683,,IDFL,6/7/2024,Undyed Fibers (PC0034) Lint Cotton (PD0074) Organic Cotton (RM0104)
Bermen Tekstil San. ve Tic. Ltd. Sti.,,Turkey (TR),"Fabrics, Garments, Yarns",Arzu Kalender,mailto:muhasebe1@bermen.com.tr,"Tekstilkent A-13 Blok No: 30 Esenler, 34230, Istanbul",CU 846869,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/10960?task=download_certificate,Control Union Certifications,8/18/2024,Dyed fabricsDyed yarnsGreige yarns
BERNASCONI BISETA SRL,,Italy (IT),Fabrics,,,,ICEA-TX-1712,,ICEA Istituto per la Certificazione Etica e Ambientale,7/15/2024,Dyed fabrics (PC0025)
Berr Corap San. ve Tic. As.,,Turkey (TR),"Garments, Socks",Hasan Yayla,mailto:hasan@berrsocks.com,"Osmangazi Mah. Menderes Cad. No: 23/1, 34522, Istanbul",CU 1011208,https://global-standard.org/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27767?task=download_certificate,Control Union Certifications,7/25/2024,GarmentsSocks
